amazon-order-id	purchase-date	order-status	fulfillment-channel	sku	asin	product-name	quantity	currency	item-price	item-tax	shipping-price	ship-city	ship-state	ship-postal-code	ship-country
352-6413118-2634997	2025-05-21T08:00:27+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B035415414	Caramel Concentrate 6oz	1	USD	28.0	2.37	5.99	South Adamstad	VA	73798	US
852-8100728-6444441	2025-01-07T17:27:03+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B076408877	Original Concentrate 6oz	1	USD	24.5	1.82	3.99	South Moniquemouth	TX	61122	US
685-1229356-8511052	2025-04-30T18:02:18+00:00	Shipped	Amazon	JAVY-START	B036753063	Starter Kit	1	USD	42.55	2.13	3.99	North Nicole	WA	16417	US
933-4994179-7509514	2025-01-31T05:23:35+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B079509204	Decaf Concentrate 6oz	1	USD	26.8	1.86	0.0	Taylortown	TX	52038	US
534-2111696-2804727	2025-09-27T09:46:27+00:00	Shipped	Amazon	JAVY-START	B070526422	Starter Kit	1	USD	46.14	3.51	5.99	West Karen	MD	52031	US
190-3786524-6258247	2025-09-10T09:13:14+00:00	Cancelled	Amazon	JAVY-CAR-18OZ	B034282303	Caramel Concentrate 18oz	1	USD	57.42	4.22	0.0	Richardshire	MN	70639	US
651-2764258-1913714	2025-04-10T20:04:39+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B041982765	Original Concentrate 6oz	2	USD	45.1	3.86	5.99	Smithport	OH	87352	US
542-8995791-3570811	2025-05-31T05:49:00+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B060640079	Caramel Concentrate 18oz	2	USD	122.04	8.47	3.99	Michaeltown	WI	30749	US
664-7668242-6155469	2025-07-10T18:33:15+00:00	Shipped	Merchant	JAVY-MOC-18OZ	B036309628	Mocha Concentrate 18oz	1	USD	61.15	5.03	5.99	West Doris	MN	62817	US
484-7169705-9225117	2025-07-28T04:36:17+00:00	Shipped	Amazon	JAVY-START	B085955489	Starter Kit	2	USD	81.44	7.72	3.99	Lake Amberfurt	PA	52606	US
490-9972395-2466880	2025-12-06T11:38:42+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B039382573	Vanilla Concentrate 6oz	1	USD	24.33	2.07	0.0	West Marco	MD	79712	US
621-4793915-4297700	2025-01-06T17:30:44+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B074409752	Original Concentrate 6oz	2	USD	48.18	2.62	3.99	West Andrewburgh	UT	51544	US
235-9573818-7889246	2025-09-02T06:48:05+00:00	Shipped	Merchant	JAVY-DEC-18OZ	B056403095	Decaf Concentrate 18oz	1	USD	63.18	4.24	0.0	North Brandonland	AL	15061	US
833-8163377-4275209	2025-03-17T09:55:14+00:00	Shipped	Merchant	JAVY-ORIG-18OZ	B069339611	Original Concentrate 18oz	2	USD	113.58	9.48	0.0	North Lisachester	TX	10174	US
373-9101622-5548696	2025-12-15T23:35:00+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B029241926	Decaf Concentrate 6oz	1	USD	26.31	1.8	0.0	Jonesshire	TX	60751	US
711-2018273-2843786	2025-06-17T12:26:29+00:00	Shipped	Amazon	JAVY-START	B028184071	Starter Kit	1	USD	43.1	2.97	0.0	New Jonathan	CT	33580	US
205-7005626-3167795	2025-03-09T14:43:05+00:00	Shipped	Merchant	JAVY-VAN-18OZ	B053346191	Vanilla Concentrate 18oz	1	USD	55.68	3.39	5.99	East Staceybury	LA	00659	US
463-8100153-9664391	2025-12-09T15:47:21+00:00	Shipped	Amazon	JAVY-CBKIT	B054840754	Cold Brew Kit	1	USD	35.96	3.45	5.99	Lake Jodihaven	OK	18842	US
578-9165940-1679239	2025-09-03T13:34:42+00:00	Shipped	Merchant	JAVY-DEC-18OZ	B059580192	Decaf Concentrate 18oz	1	USD	59.27	5.02	0.0	New Melissa	IN	87796	US
454-7988274-5774364	2025-06-24T13:07:04+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B062515385	Vanilla Concentrate 6oz	1	USD	26.28	1.56	5.99	Collierton	UT	89682	US
555-5134234-3041791	2025-12-04T21:33:07+00:00	Pending	Amazon	JAVY-ORIG-18OZ	B039037404	Original Concentrate 18oz	2	USD	109.2	8.25	5.99	Woodsborough	WA	88824	US
738-8722921-2670621	2025-06-04T04:16:33+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B014262120	Decaf Concentrate 6oz	1	USD	26.09	1.36	5.99	North Bryan	CO	87704	US
106-6754456-1611283	2025-11-10T07:09:16+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B084582217	Vanilla Concentrate 6oz	1	USD	24.64	2.41	5.99	Allisonfort	MO	89140	US
757-3510869-5710650	2025-02-16T18:29:43+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B043928821	Caramel Concentrate 6oz	2	USD	55.78	5.2	3.99	Frybury	MN	82831	US
209-1017872-3118483	2025-08-11T03:54:03+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B034063613	Caramel Concentrate 6oz	1	USD	24.75	1.86	3.99	Chasestad	MA	42052	US
603-6267950-4147258	2025-06-25T12:15:11+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B082404229	Vanilla Concentrate 6oz	1	USD	26.21	2.48	3.99	Jonesberg	NJ	17074	US
698-8311065-5079453	2025-10-21T22:46:37+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B094555086	Vanilla Concentrate 6oz	1	USD	27.69	2.3	3.99	Port Vickieside	MA	18354	US
985-8440111-6874806	2025-03-05T08:19:05+00:00	Shipped	Merchant	JAVY-VARIETY	B039467136	Variety Pack	1	USD	52.14	3.87	3.99	North Robert	OK	98890	US
245-9138534-4823755	2025-06-05T03:48:00+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B064897799	Mocha Concentrate 18oz	1	USD	54.56	4.05	3.99	New Jessicafurt	MI	38174	US
816-8870702-9114932	2025-07-28T20:50:00+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B097158817	Decaf Concentrate 6oz	2	USD	52.58	4.85	0.0	South Patrickbury	NJ	04309	US
310-5615505-8487780	2025-04-18T20:49:08+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B070155656	Caramel Concentrate 6oz	1	USD	24.79	1.59	0.0	East Robert	NJ	15753	US
301-7486816-9139007	2025-01-14T15:50:35+00:00	Shipped	Merchant	JAVY-MOC-6OZ	B092743006	Mocha Concentrate 6oz	1	USD	24.36	2.13	5.99	Lawsonchester	AL	66920	US
491-5058650-1857762	2025-10-26T04:49:33+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B039626621	Vanilla Concentrate 6oz	3	USD	82.95	4.22	3.99	West Robin	TX	80387	US
107-5520287-1840682	2025-01-27T20:28:44+00:00	Pending	Merchant	JAVY-CAR-6OZ	B068361406	Caramel Concentrate 6oz	1	USD	24.96	2.32	3.99	South Melaniechester	KY	36403	US
485-5427326-7427511	2025-10-01T12:16:02+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B035901308	Mocha Concentrate 18oz	1	USD	61.59	3.71	0.0	Port Johnbury	CA	76182	US
805-8668232-9459186	2025-11-25T15:23:33+00:00	Shipped	Merchant	JAVY-MOC-6OZ	B022405531	Mocha Concentrate 6oz	1	USD	26.09	2.18	5.99	Lake Ashleybury	OH	86823	US
256-8175488-5439754	2025-03-16T16:23:21+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B025288426	Caramel Concentrate 6oz	1	USD	25.17	1.77	0.0	West Donald	OK	70448	US
335-5809763-1957302	2025-12-19T11:20:17+00:00	Shipped	Amazon	JAVY-CBKIT	B078683307	Cold Brew Kit	1	USD	35.02	2.99	0.0	Lake Linda	VA	60035	US
617-7723971-9143872	2025-11-03T15:53:44+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B020304413	Caramel Concentrate 18oz	1	USD	60.79	3.12	0.0	East Oscarbury	AZ	60937	US
675-4949241-6494676	2025-01-07T11:13:22+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B086876380	Mocha Concentrate 6oz	2	USD	49.0	3.74	0.0	Cassidyshire	FL	42559	US
846-2297905-7793630	2025-08-21T12:15:12+00:00	Shipped	Merchant	JAVY-VARIETY	B079704126	Variety Pack	3	USD	148.92	8.13	0.0	East Lawrence	TX	81097	US
443-9401533-8957799	2025-01-13T03:44:38+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B042024425	Original Concentrate 6oz	1	USD	23.17	1.81	0.0	Gillview	OR	39990	US
572-2406648-6847131	2025-04-06T04:11:18+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B084926388	Vanilla Concentrate 6oz	1	USD	24.77	2.31	3.99	Kathleenbury	IN	98410	US
844-2567511-2491045	2025-10-12T19:33:28+00:00	Shipped	Amazon	JAVY-START	B066787065	Starter Kit	2	USD	86.5	8.57	5.99	Wangside	NY	57518	US
761-2730344-4930343	2025-08-26T02:40:56+00:00	Shipped	Merchant	JAVY-DEC-6OZ	B011056861	Decaf Concentrate 6oz	1	USD	27.29	1.56	5.99	Port Teresaville	NY	10250	US
279-9352351-5776399	2025-04-10T00:33:53+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B016723241	Caramel Concentrate 6oz	2	USD	49.58	2.98	5.99	Kristabury	TN	29439	US
713-2393474-4796371	2025-01-02T12:11:39+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B047678401	Vanilla Concentrate 6oz	2	USD	48.68	3.0	0.0	South Jonathanhaven	WA	03715	US
150-2740375-7811357	2025-07-13T15:12:01+00:00	Shipped	Amazon	JAVY-VAN-18OZ	B079691631	Vanilla Concentrate 18oz	1	USD	61.74	4.18	0.0	Annafort	SC	11664	US
349-2301910-5891880	2025-09-28T14:16:25+00:00	Shipped	Merchant	JAVY-ORIG-18OZ	B020019588	Original Concentrate 18oz	1	USD	54.82	2.77	3.99	Loganstad	WI	78335	US
620-5966643-5252634	2025-10-30T10:17:14+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B065966564	Caramel Concentrate 6oz	1	USD	26.05	1.93	5.99	Port Daniellefurt	GA	92067	US
940-3741147-8272305	2025-12-09T10:36:24+00:00	Shipped	Amazon	JAVY-VAN-18OZ	B032503694	Vanilla Concentrate 18oz	3	USD	178.92	15.23	5.99	Port Timothy	PA	63272	US
979-1627006-9131407	2025-06-15T08:55:33+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B051109172	Mocha Concentrate 6oz	3	USD	82.17	7.2	3.99	East Sandrashire	MD	13341	US
686-3784695-6339915	2025-05-24T23:58:40+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B034522180	Caramel Concentrate 6oz	1	USD	27.28	2.39	0.0	North Jennifer	MI	35424	US
658-8958248-8032922	2025-07-18T08:34:57+00:00	Shipped	Amazon	JAVY-MUG	B015578681	Travel Mug	1	USD	19.96	1.95	3.99	Mckaymouth	PA	22560	US
569-2875134-4555466	2025-10-20T01:56:35+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B079737490	Caramel Concentrate 6oz	3	USD	74.76	6.81	0.0	South Gregoryfurt	PA	52309	US
512-5904261-7493607	2025-03-30T22:42:42+00:00	Shipped	Amazon	JAVY-START	B081689932	Starter Kit	1	USD	47.0	3.57	3.99	East Dustinmouth	AZ	67179	US
872-9774845-1134878	2025-06-24T02:22:52+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B067736074	Caramel Concentrate 6oz	2	USD	54.66	2.96	5.99	Charlestown	CT	23466	US
105-5998249-6028694	2025-12-14T15:21:52+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B078778797	Vanilla Concentrate 6oz	1	USD	27.08	2.63	5.99	Melvinshire	TX	74920	US
813-8706440-4769457	2025-01-25T05:34:10+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B054629861	Original Concentrate 6oz	2	USD	50.82	4.49	5.99	Mcdonaldbury	IN	95067	US
499-4475638-1427601	2025-04-15T09:28:45+00:00	Pending	Amazon	JAVY-VARIETY	B083876473	Variety Pack	2	USD	100.6	8.62	3.99	Cordovashire	CT	26134	US
162-7291293-6021612	2025-11-20T16:27:02+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B073180573	Original Concentrate 6oz	1	USD	24.41	1.65	3.99	Tiffanyshire	VA	41899	US
943-7202368-1365352	2025-07-09T07:37:36+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B098455095	Decaf Concentrate 6oz	2	USD	55.48	4.8	5.99	Carlosberg	WI	33905	US
461-3590798-9889339	2025-03-02T05:27:49+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B070081394	Caramel Concentrate 6oz	2	USD	56.58	4.93	5.99	Adamsland	CA	10133	US
644-2789685-5107534	2025-10-16T17:07:03+00:00	Cancelled	Amazon	JAVY-MOC-6OZ	B062327234	Mocha Concentrate 6oz	1	USD	28.19	2.73	5.99	South Emmafurt	AZ	60276	US
309-3952423-4301824	2025-12-03T23:51:46+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B095534418	Original Concentrate 6oz	1	USD	23.85	1.91	0.0	East Jenniferchester	PA	19954	US
109-8141033-5916264	2025-09-17T22:49:19+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B045153085	Vanilla Concentrate 6oz	1	USD	25.53	2.25	5.99	Phillipmouth	WI	57004	US
556-2808292-4023756	2025-02-15T06:21:59+00:00	Shipped	Merchant	JAVY-VAN-18OZ	B026489377	Vanilla Concentrate 18oz	1	USD	56.1	5.47	3.99	North Ethanside	NY	38729	US
924-9910427-8389762	2025-03-23T10:17:51+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B011259800	Caramel Concentrate 6oz	1	USD	24.46	1.3	5.99	East Jared	NC	02390	US
963-7370045-5154527	2025-09-04T08:13:20+00:00	Shipped	Merchant	JAVY-VARIETY	B012060268	Variety Pack	1	USD	45.18	2.53	3.99	West Raymondbury	NY	04704	US
990-9566110-8039853	2025-07-06T09:43:41+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B074985950	Caramel Concentrate 6oz	1	USD	25.49	2.28	3.99	New Tamara	LA	82850	US
933-8667572-5804116	2025-07-09T02:18:22+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B061860619	Vanilla Concentrate 6oz	1	USD	26.56	1.96	0.0	Virginiaside	WA	18761	US
961-5476854-9380971	2025-11-26T07:19:56+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B059494917	Mocha Concentrate 18oz	1	USD	56.11	3.77	3.99	Walkerburgh	CT	15001	US
433-4357436-8829270	2025-04-21T22:18:53+00:00	Shipped	Amazon	JAVY-MUG	B044034092	Travel Mug	2	USD	37.6	2.06	0.0	South Feliciahaven	OK	69282	US
521-3531455-7883718	2025-12-28T06:59:37+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B041137229	Caramel Concentrate 18oz	2	USD	117.46	9.6	5.99	North George	MA	58353	US
551-6595896-8823552	2025-01-22T11:02:16+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B053548754	Decaf Concentrate 6oz	1	USD	27.87	1.57	3.99	Lake Ronald	OK	46788	US
800-2651512-6588232	2025-01-22T20:42:46+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B069548904	Decaf Concentrate 6oz	1	USD	28.77	2.44	5.99	Amyberg	LA	24604	US
908-8500839-9915405	2025-05-03T12:17:16+00:00	Shipped	Amazon	JAVY-MUG	B021196279	Travel Mug	1	USD	19.71	1.81	0.0	South Dennisland	LA	81396	US
963-9189697-5390429	2025-10-23T00:32:36+00:00	Shipped	Merchant	JAVY-DEC-6OZ	B085257361	Decaf Concentrate 6oz	3	USD	88.08	6.61	3.99	Kirkside	TX	39157	US
769-6601611-2820861	2025-09-08T18:44:59+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B094228809	Original Concentrate 6oz	1	USD	24.33	1.85	5.99	New Theodore	CA	88767	US
754-4019092-5487300	2025-05-13T05:14:39+00:00	Pending	Amazon	JAVY-VAN-18OZ	B023698371	Vanilla Concentrate 18oz	1	USD	56.16	4.68	3.99	South Evelynburgh	WI	64733	US
231-6384622-5508232	2025-03-23T13:16:04+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B073545370	Caramel Concentrate 6oz	1	USD	25.67	1.99	5.99	Gillborough	NC	82975	US
902-7388811-6273528	2025-03-20T15:40:35+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B071741453	Caramel Concentrate 6oz	1	USD	28.09	1.91	5.99	Nguyenburgh	PA	82382	US
878-7370462-6518725	2025-11-22T14:00:17+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B058354530	Caramel Concentrate 6oz	2	USD	50.4	4.83	0.0	Michaelland	CO	90210	US
282-4891902-1035323	2025-11-25T17:41:28+00:00	Shipped	Amazon	JAVY-DEC-18OZ	B035452479	Decaf Concentrate 18oz	2	USD	123.56	7.27	5.99	North Susanland	WI	04742	US
483-6246066-4887564	2025-07-19T13:13:52+00:00	Shipped	Amazon	JAVY-VARIETY	B028463596	Variety Pack	1	USD	47.49	2.41	5.99	New Kevinside	TN	34046	US
361-7918480-6224294	2025-02-05T20:16:51+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B037920393	Mocha Concentrate 6oz	1	USD	24.74	1.94	5.99	East Ruben	NJ	23165	US
320-2973108-5951371	2025-10-01T15:17:05+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B063778119	Vanilla Concentrate 6oz	1	USD	27.37	2.38	3.99	Lake Brandon	OH	28000	US
877-8384619-2999803	2025-12-19T13:06:04+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B030729981	Vanilla Concentrate 6oz	2	USD	51.74	2.76	3.99	Smithmouth	PA	18148	US
873-5663976-2216639	2025-10-24T04:45:52+00:00	Shipped	Merchant	JAVY-VAN-18OZ	B011605164	Vanilla Concentrate 18oz	1	USD	57.64	4.12	5.99	East Marco	MN	20625	US
227-8725120-6535463	2025-05-03T00:24:10+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B051083371	Mocha Concentrate 6oz	1	USD	28.3	1.76	0.0	North Janice	LA	25457	US
610-9341399-4252251	2025-11-24T15:24:53+00:00	Cancelled	Amazon	JAVY-CAR-6OZ	B096655020	Caramel Concentrate 6oz	3	USD	79.41	5.97	5.99	Feliciaview	CT	26386	US
220-7183727-7335734	2025-03-30T08:35:23+00:00	Shipped	Amazon	JAVY-DEC-18OZ	B046764610	Decaf Concentrate 18oz	1	USD	65.16	4.19	3.99	Riveraborough	IL	75777	US
125-4146614-3561497	2025-03-22T05:37:36+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B089539881	Mocha Concentrate 6oz	1	USD	25.55	2.43	5.99	South Katrinaberg	FL	73934	US
593-9665285-4698232	2025-05-22T23:11:28+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B043003206	Original Concentrate 6oz	1	USD	23.57	2.19	5.99	Port Catherinechester	MI	93491	US
272-7927507-7975668	2025-07-23T16:11:14+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B065351465	Mocha Concentrate 18oz	1	USD	57.51	5.24	3.99	Walkerchester	NY	56373	US
809-1644877-4223322	2025-06-14T12:10:51+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B016567254	Caramel Concentrate 18oz	1	USD	54.55	4.31	3.99	Hufffort	MO	95775	US
987-3540389-7857332	2025-01-30T15:39:26+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B064459697	Mocha Concentrate 6oz	1	USD	28.13	2.19	5.99	Albertborough	CO	00689	US
914-2287782-3362647	2025-08-28T21:47:35+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B063113505	Original Concentrate 6oz	1	USD	24.18	2.28	3.99	Nathanielview	PA	08925	US
663-1340978-3630819	2025-11-11T16:35:24+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B041381952	Mocha Concentrate 6oz	2	USD	50.84	4.38	5.99	South Coryfurt	NY	35091	US
663-1340978-3630819	2025-06-03T21:31:28+00:00	Shipped	Amazon	JAVY-START	B012157902	Starter Kit	2	USD	84.1	7.45	3.99	Smithside	NY	38170	US
365-7133071-1141015	2025-10-18T15:03:04+00:00	Shipped	Amazon	JAVY-MUG	B054135051	Travel Mug	2	USD	38.14	3.49	3.99	Kristinamouth	NJ	72894	US
547-8317744-7646698	2025-12-11T05:24:44+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B016927217	Original Concentrate 6oz	2	USD	51.52	4.18	5.99	North Markville	WI	64700	US
386-6817386-2298314	2025-11-15T19:35:48+00:00	Shipped	Amazon	JAVY-START	B015953694	Starter Kit	2	USD	94.16	7.97	3.99	Evansshire	IN	54617	US
310-5995557-5391011	2025-11-19T10:25:49+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B055741176	Original Concentrate 18oz	2	USD	109.76	6.91	0.0	New Adam	IN	17487	US
196-9192743-7093709	2025-02-13T13:55:54+00:00	Shipped	Amazon	JAVY-CBKIT	B063184544	Cold Brew Kit	1	USD	36.45	3.09	5.99	Codystad	OH	01296	US
604-7368142-5408539	2025-10-31T03:40:38+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B060218976	Caramel Concentrate 6oz	2	USD	56.16	4.05	5.99	Lisachester	PA	81146	US
197-5268518-6519107	2025-11-10T23:46:09+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B062862389	Mocha Concentrate 18oz	1	USD	57.82	3.32	5.99	Garciaborough	VA	16513	US
909-5519723-3254184	2025-03-15T12:27:36+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B071972846	Mocha Concentrate 6oz	1	USD	24.34	1.91	3.99	Marymouth	OK	49322	US
674-7654502-3724158	2025-10-26T11:28:58+00:00	Shipped	Amazon	JAVY-MUG	B010899733	Travel Mug	1	USD	19.96	1.39	0.0	Lake John	LA	21819	US
532-8183235-1839400	2025-08-14T04:57:35+00:00	Shipped	Amazon	JAVY-DEC-18OZ	B056965223	Decaf Concentrate 18oz	2	USD	113.46	11.11	3.99	Lake Laura	MD	72941	US
673-7291004-2620675	2025-11-15T01:27:07+00:00	Shipped	Merchant	JAVY-MOC-6OZ	B098562947	Mocha Concentrate 6oz	1	USD	27.58	2.09	0.0	West Wesleyside	MA	25811	US
119-4129137-7518154	2025-11-17T03:18:04+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B032916363	Original Concentrate 6oz	1	USD	26.17	1.36	5.99	Wongport	WI	31304	US
970-9895472-1796333	2025-03-24T08:19:45+00:00	Cancelled	Amazon	JAVY-DEC-6OZ	B072443069	Decaf Concentrate 6oz	1	USD	27.42	2.0	0.0	Samanthaton	CT	92177	US
849-4423485-5374200	2025-09-17T10:29:21+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B016686362	Vanilla Concentrate 6oz	1	USD	24.55	2.29	5.99	Tylerfurt	VA	23354	US
439-2470531-8032942	2025-09-05T18:35:08+00:00	Shipped	Amazon	JAVY-MUG	B069717528	Travel Mug	1	USD	18.49	1.1	5.99	Julieborough	OR	78595	US
381-2181900-1091780	2025-09-13T12:49:53+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B094403134	Original Concentrate 6oz	1	USD	22.99	1.22	3.99	Brandonville	IL	11896	US
810-9136924-1336465	2025-04-03T00:32:13+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B018715613	Mocha Concentrate 18oz	1	USD	61.76	5.26	3.99	West Kimberlymouth	MD	42357	US
401-6202569-6556792	2025-09-13T11:09:34+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B089103352	Original Concentrate 6oz	2	USD	47.04	3.62	3.99	Davenportmouth	AZ	58870	US
844-4687479-9821609	2025-11-19T01:13:09+00:00	Cancelled	Amazon	JAVY-ORIG-6OZ	B062037293	Original Concentrate 6oz	1	USD	23.71	1.95	5.99	South Billy	SC	11308	US
185-9498705-4522040	2025-08-07T21:22:17+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B032591507	Original Concentrate 6oz	2	USD	49.48	3.94	3.99	Hillshire	NJ	02949	US
365-4343839-8523936	2025-04-14T05:26:45+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B040941018	Mocha Concentrate 6oz	3	USD	83.19	6.39	5.99	North Jonathan	LA	47522	US
588-3353357-7557770	2025-07-02T06:54:33+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B051413971	Original Concentrate 6oz	2	USD	48.76	2.62	3.99	Lake Katherinefort	AL	15932	US
720-6229785-8848727	2025-08-15T23:44:47+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B091899187	Caramel Concentrate 6oz	2	USD	56.04	2.94	3.99	Jonesport	WA	17703	US
253-3125192-9857229	2025-11-20T04:22:43+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B059285204	Caramel Concentrate 6oz	1	USD	27.5	1.85	0.0	New Victoria	PA	29361	US
553-2651358-3458708	2025-02-10T17:52:18+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B052446074	Caramel Concentrate 6oz	1	USD	26.25	1.99	3.99	Susanmouth	AZ	91220	US
467-3240610-9701474	2025-12-12T23:52:00+00:00	Shipped	Amazon	JAVY-CBKIT	B031331170	Cold Brew Kit	1	USD	33.06	2.34	3.99	Donnastad	NC	78653	US
142-6923020-5175033	2025-03-08T19:18:35+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B095662670	Vanilla Concentrate 6oz	2	USD	53.86	4.01	0.0	North Mark	KY	46720	US
678-6039167-6747172	2025-06-06T10:50:41+00:00	Shipped	Merchant	JAVY-DEC-18OZ	B091043115	Decaf Concentrate 18oz	2	USD	116.96	6.93	3.99	Ramosmouth	OK	65502	US
441-9001918-7594948	2025-05-23T21:48:39+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B036036451	Original Concentrate 6oz	2	USD	46.28	2.56	3.99	North Erinmouth	FL	78149	US
638-9619759-1078679	2025-03-02T10:46:17+00:00	Shipped	Amazon	JAVY-CBKIT	B049880919	Cold Brew Kit	3	USD	97.05	6.98	3.99	North Jeanne	OK	99931	US
511-3318247-7560699	2025-02-12T23:03:23+00:00	Shipped	Amazon	JAVY-START	B059268627	Starter Kit	1	USD	47.18	3.56	3.99	Taylorberg	MD	58454	US
346-3861972-6190747	2025-05-05T05:44:34+00:00	Cancelled	Amazon	JAVY-ORIG-18OZ	B099645131	Original Concentrate 18oz	1	USD	56.34	3.26	3.99	Markville	MA	12004	US
328-6208017-3894571	2025-05-05T11:32:36+00:00	Shipped	Merchant	JAVY-VAN-18OZ	B024583682	Vanilla Concentrate 18oz	2	USD	121.82	10.2	0.0	Smithshire	FL	47247	US
585-4381677-8415746	2025-04-11T03:06:25+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B022735578	Caramel Concentrate 18oz	1	USD	59.43	3.48	0.0	Buckton	CO	99658	US
644-4930328-5479781	2025-05-25T09:08:15+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B012208928	Mocha Concentrate 6oz	2	USD	52.94	3.94	5.99	West Donnaburgh	CO	24295	US
714-3367794-3755204	2025-05-05T23:46:01+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B017208383	Original Concentrate 6oz	1	USD	24.58	2.29	0.0	Port Jamiefurt	PA	93472	US
812-5221579-3707031	2025-04-22T20:50:06+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B032510024	Caramel Concentrate 6oz	1	USD	25.14	1.76	0.0	Brownhaven	WI	26159	US
649-2240079-2065089	2025-04-12T12:50:34+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B025458599	Decaf Concentrate 6oz	1	USD	27.63	1.97	3.99	Stephenland	PA	17527	US
239-4487016-5259665	2025-11-25T02:28:43+00:00	Cancelled	Amazon	JAVY-VAN-18OZ	B074209037	Vanilla Concentrate 18oz	1	USD	56.09	4.19	5.99	North Gloria	NY	65492	US
